1521502274002;-19.937283493896214;-43.97718930800219
1521502280125;-19.93709881583761;-43.97684408435889
1521502281117;-19.93713360564364;-43.97694056233287
1521502282115;-19.937221660861127;-43.97703162809218
1521502283122;-19.937177725890628;-43.97712375526222
1521502284119;-19.937215759591894;-43.97715890192428
1521502285126;-19.93722334475883;-43.9771559938214
1521502286135;-19.93722797349092;-43.97715172490026
1521502287195;-19.937287905530415;-43.97710067567838
1521502288118;-19.93729367823373;-43.97709939473669
1521502288979;-19.93729370507748;-43.97709465044026
1521502289994;-19.937290525620092;-43.97709493054939
1521502290979;-19.937285488708447;-43.97710167613434
1521502291968;-19.937285429400873;-43.97710716142712
1521502292969;-19.93729016265444;-43.977111145874524
1521502293980;-19.937296915416244;-43.97711694628864
1521502294979;-19.937309039126003;-43.97712206727136
1521502295969;-19.93731602528729;-43.97712458894077
1521502296959;-19.937319058245308;-43.977127050755485
1521502297961;-19.937321441817094;-43.977129530873135
1521502298987;-19.93732400168019;-43.9771310005926
1521502299996;-19.937332156499046;-43.977129727179616
1521502300995;-19.937338071256306;-43.977130474990375
1521502301967;-19.937338504117502;-43.97713127161225
1521502302993;-19.937335865750335;-43.97713261205557
1521502303990;-19.937337495814436;-43.97713281606725
1521502304987;-19.937337613393723;-43.977136119256414
1521502342043;-19.937289104892514;-43.97711076129941
