1521504134679;-19.937353169899122;-43.977204412091325
1521504141870;-19.937273960059354;-43.97718409629356
1521504143876;-19.937328968338328;-43.97712721573689
1521504144880;-19.937334181743775;-43.977138114488156
1521504145900;-19.937339113969507;-43.97713805937704
1521504146903;-19.93744184244298;-43.977218071240515
1521504147884;-19.937426699701614;-43.9772215857611
1521504148993;-19.93740545465144;-43.977223402842306
1521504150019;-19.937389856674734;-43.97723024767962
1521504151027;-19.93737076877124;-43.977234698134474
1521504152032;-19.9373562051111;-43.977237589287846
1521504153023;-19.937342137942082;-43.977234719361626
1521504154028;-19.937329284974997;-43.97723766579878
1521504155019;-19.93731818422085;-43.977247723356825
1521504156023;-19.93730855454139;-43.97725752528696
1521504157025;-19.937297135713095;-43.97726966884767
1521504158029;-19.937287095869316;-43.97727701404078
1521504159029;-19.93727649042235;-43.97728329379764
1521504160024;-19.93726948739878;-43.977290898571844
1521504161026;-19.937264635042638;-43.97729038666445
1521504162026;-19.937260815872442;-43.97728318965397
1521504163031;-19.937254453531857;-43.97727680462086
1521504164025;-19.937252934551058;-43.977278987232914
1521504165025;-19.93725655142177;-43.977277463134016
1521504177042;-19.937272481813917;-43.97727492360559
1521504178037;-19.937276384326275;-43.97727443794392
1521504179037;-19.937282484716107;-43.97727328233372
1521504180046;-19.937285216835196;-43.97726885166866
1521504181043;-19.937286507677545;-43.97726833792326
1521504182037;-19.937286172618947;-43.977267761418844
1521504183044;-19.93728675945798;-43.977267554900415
1521504184034;-19.937286847148652;-43.97726734751355
1521504185046;-19.937286602059878;-43.97726694985564
1521504186037;-19.937286233634026;-43.97726700531365
1521504187044;-19.93728591308725;-43.977267895912256
1521504188043;-19.93728528538108;-43.977266568730734
1521504189038;-19.93728490490702;-43.97726662238657
1521504190053;-19.937284921393346;-43.97726635152683
1521504191049;-19.937285687148474;-43.977267231672116
1521504192047;-19.937285668878083;-43.97726688220903
1521504193061;-19.937285554694153;-43.97726645465252
1521504194038;-19.9372850642197;-43.97726638557826
1521504195031;-19.937285956165518;-43.9772646699208
