1521502983733;-19.937322555169057;-43.97720908334609
1521502989960;-19.937322406666258;-43.97716579994612
1521502990960;-19.93732081580079;-43.97716211894359
1521502991955;-19.937324900411625;-43.977166297007976
1521502994009;-19.93732803533009;-43.97716635132682
1521502994966;-19.9373900508963;-43.976974031516775
1521502995975;-19.937377800307576;-43.976980289600014
1521502996992;-19.937360984228928;-43.97699498625125
1521502997996;-19.937342253571682;-43.97700581693116
1521502999021;-19.937340852571104;-43.97700880453964
1521502999996;-19.937343614090235;-43.977009853367996
1521503001010;-19.93734782643866;-43.97700681848224
1521503001999;-19.93734534690705;-43.977008582423025
1521503003001;-19.937340599617013;-43.97701408837912
1521503004005;-19.937332994038766;-43.97701946686622
1521503004996;-19.937327416341773;-43.97703014504271
1521503006005;-19.93732613735876;-43.97704193334824
1521503007000;-19.937319671174755;-43.977050292865904
1521503008011;-19.937315681329647;-43.97705260883901
1521503009013;-19.93731007648169;-43.97705221249851
1521503010007;-19.937302817620704;-43.97705364462114
1521503011003;-19.9372982367711;-43.97705772467479
1521503011999;-19.93729407648203;-43.97705810293212
1521503013011;-19.93729042705747;-43.97705876789357
1521503013997;-19.93729058339324;-43.97705871934204
1521503025047;-19.93725323987308;-43.97705653502982
1521503026070;-19.93724972551839;-43.977053476322325
1521503027047;-19.937244668027237;-43.97705084952919
1521503028061;-19.93724410680883;-43.9770512153744
1521503029056;-19.937243253206002;-43.97705481294994
1521503030065;-19.937241978124675;-43.97705646496668
1521503031009;-19.93723801975968;-43.97706007792067
1521503032025;-19.937234959183005;-43.9770641924723
1521503033027;-19.937233870780226;-43.97707276775936
1521503034025;-19.93723561058557;-43.97707174858733
1521503035051;-19.937229136016583;-43.977076707770436
1521503036045;-19.93722769040162;-43.977081311675526
1521503037040;-19.937220958856848;-43.97708571046695
1521503038039;-19.93721980300955;-43.97708718021433
1521503039045;-19.937219088056075;-43.97708840486946
1521503040035;-19.937218979553492;-43.97708899366938
1521503041037;-19.937218419086495;-43.977093402183904
1521503042043;-19.93722344014491;-43.977097489442734
1521503043028;-19.937222268479566;-43.977100501412934
1521503044031;-19.93722194041574;-43.97710125610931
1521503045024;-19.937221252009774;-43.97710753245782
1521503046016;-19.93722036885731;-43.97711725166906
1521503047036;-19.93722564733729;-43.97712326188595
1521503048048;-19.937232078285078;-43.9771326461045
1521503049041;-19.93724015604282;-43.97713606492337
1521503050049;-19.937233157709983;-43.97714126252858
1521503051055;-19.93723596680279;-43.97713968095005
1521503052046;-19.93723643873996;-43.97713969530186
1521503053049;-19.937236456766673;-43.97713723098821
1521503054063;-19.9372454226187;-43.97713511265457
1521503055027;-19.93724064636228;-43.97713383934887
1521503056023;-19.937242117957553;-43.97713267915067
1521503057042;-19.937243451009635;-43.97712842675672
1521503058045;-19.937244012614396;-43.977124595032215
1521503059032;-19.937241862830014;-43.97712694187128
1521503060046;-19.93724060095547;-43.97712969014456
1521503061051;-19.9372390159631;-43.97713796141777
1521503062032;-19.937237999574638;-43.977135823067
1521503063017;-19.937237216054882;-43.977135248492694
1521503064050;-19.937237559402607;-43.9771356134147
1521503065024;-19.937248362542146;-43.97712852535999
