1521503657011;-19.937264075029518;-43.97717086690187
1521503663179;-19.937303525480228;-43.9771404581954
1521503664176;-19.937310300082547;-43.97711994834872
1521503665182;-19.937311566491385;-43.97712128840641
1521503666208;-19.93731121729108;-43.97712287354405
1521503667199;-19.937250447104788;-43.97730600855928
1521503668198;-19.937247878920306;-43.97730519143268
1521503669009;-19.9372458790448;-43.97730377337297
1521503670004;-19.93725026488935;-43.977300789200065
1521503671014;-19.93725191650823;-43.97729143287501
1521503672011;-19.937254149545698;-43.977276899075754
1521503673021;-19.937257164653843;-43.977263381971476
1521503674013;-19.93726104956082;-43.977258942602674
1521503675016;-19.937264286180525;-43.97725654017955
1521503676022;-19.937268538593575;-43.97724910824085
1521503677026;-19.93727774581806;-43.97724148363405
1521503678038;-19.937288933334646;-43.977240123296724
1521503679014;-19.937299337481146;-43.977236407835704
1521503680031;-19.937310620496554;-43.9772298669661
1521503681014;-19.937322474274566;-43.97722593893588
1521503682028;-19.937332468144675;-43.977220046246835
1521503683021;-19.937340147740073;-43.97721670747991
1521503683996;-19.937343798902532;-43.97721580131198
1521503685015;-19.93734822384365;-43.97721377021191
1521503686023;-19.937351208993988;-43.97721175443375
1521503687021;-19.937353479570408;-43.977205657780864
1521503688035;-19.937353169899122;-43.977204412091325
