1521663674105;-19.869289109279098;-43.96456987416963
1521663689264;-19.86958021250987;-43.96438261437323
1521663690272;-19.869500321844473;-43.964345245940244
1521663691270;-19.8695214763658;-43.96444146060782
1521663692268;-19.869608420175958;-43.96462327819578
1521663693282;-19.86960945474343;-43.96462433018012
1521663694265;-19.869615649900986;-43.964614263834186
1521663695283;-19.869618448597905;-43.96460773749114
1521663696290;-19.86961784529397;-43.96460147028152
1521663697302;-19.86961889569597;-43.964599758248035
1521663698279;-19.869645520475974;-43.964593304322754
1521663699286;-19.869646455867198;-43.96458646656278
1521663700072;-19.86964310813525;-43.96458405207554
1521663701063;-19.869638965403162;-43.96458387889255
1521663702043;-19.869633269469468;-43.964583207149765
1521663703058;-19.869627515024433;-43.964578379772895
1521663704068;-19.86962191646239;-43.96457553639018
1521663705040;-19.869614826130114;-43.96457117391229
1521663706041;-19.869605260001503;-43.96456370743936
1521663707088;-19.869594338381315;-43.96455527642885
1521663708092;-19.86958521743832;-43.964550878800566
