1516561686108;915.9365
1516561686290;915.9612
1516561686468;915.99243
1516561686650;916.0349
1516561686829;916.0547
1516561687008;916.0845
1516561687189;916.095
1516561687370;916.0737
1516561687582;916.0481
1516561687729;916.02783
1516561687912;916.00195
1516561688088;915.9829
1516561688278;915.9724
1516561688451;915.95996
1516561688627;915.9614
1516561688808;915.9641
1516561688990;915.9678
1516561689168;915.96265
1516561689348;915.9695
1516561689528;915.9624
1516561689708;915.97754
1516561689889;915.9785
1516561690079;915.9761
1516561690250;915.9656
1516561690428;915.9673
1516561690608;915.9575
1516561690788;915.95605
1516561690977;915.9431
1516561691148;915.9475
1516561691328;915.9365
1516561691508;915.9287
1516561691688;915.94824
1516561691868;915.95386
1516561692048;915.9592
1516561692231;915.9575
1516561692408;915.94995
1516561692588;915.97217
1516561692769;915.96094
1516561692950;915.9502
1516561693129;915.9358
1516561693308;915.94995
1516561693490;915.9514
1516561693670;915.94434
1516561693851;915.9407
1516561694031;915.95215
1516561694210;915.9541
1516561694389;915.96704
1516561694568;915.9575
1516561694748;915.9524
1516561694928;915.9597
1516561695108;915.95264
1516561695290;915.9446
1516561695468;915.9453
1516561695649;915.9448
1516561695828;915.94165
1516561696009;915.9402
1516561696188;915.9441
1516561696368;915.9402
1516561696553;915.94727
1516561696735;915.94653
1516561696908;915.93994
1516561697095;915.9292
1516561697270;915.92725
1516561697448;915.9326
1516561697629;915.93604
1516561697809;915.93555
1516561697989;915.9175
1516561698169;915.9236
1516561698348;915.9314
1516561698529;915.9302
1516561698708;915.9231
1516561698888;915.9319
1516561699068;915.92993
1516561699248;915.94116
1516561699431;915.9226
1516561699608;915.917
1516561699788;915.9182
1516561699969;915.90967
1516561700149;915.9053
1516561700329;915.9109
1516561700510;915.90796
1516561700689;915.91406
1516561700869;915.9187
1516561701048;915.9253
1516561701236;915.9192
1516561701408;915.9131
1516561701589;915.91064
1516561701769;915.9219
1516561701948;915.92334
1516561702128;915.9238
1516561702309;915.9219
1516561702488;915.92334
1516561702672;915.9304
1516561702849;915.93066
1516561703030;915.9292
1516561703209;915.92725
1516561703388;915.92676
1516561703568;915.9304
1516561703748;915.93506
1516561703929;915.9436
1516561704108;915.9365
1516561704288;915.9287
1516561704468;915.9324
1516561704648;915.927
1516561704828;915.92236
1516561705008;915.9148
1516561705190;915.9033
