1516631143145;917.9346
1516631143333;917.9668
1516631143507;918.0054
1516631143685;918.0132
1516631143865;918.02
1516631144045;918.0454
1516631144226;918.0486
1516631144420;918.0325
1516631144586;918.01196
1516631144766;917.9844
1516631144945;917.98193
1516631145126;917.96533
1516631145306;917.9446
1516631145486;917.9426
1516631145666;917.9363
1516631145845;917.9324
1516631146025;917.9385
1516631146212;917.9309
1516631146385;917.9331
1516631146566;917.93823
1516631146756;917.9492
1516631146929;917.9529
1516631147106;917.9595
1516631147285;917.9563
1516631147465;917.948
1516631147645;917.95874
1516631147825;917.9656
1516631148005;917.9607
1516631148186;917.95483
1516631148369;917.9629
1516631148545;917.96655
1516631148726;917.97485
1516631148905;917.96655
1516631149088;917.9636
1516631149266;917.96216
1516631149445;917.9651
1516631149627;917.9646
1516631149985;917.9702
1516631150166;917.9636
1516631150345;917.9663
1516631150525;917.96533
1516631150706;917.9663
1516631150894;917.958
1516631151071;917.95264
1516631151246;917.9487
1516631151425;917.9702
1516631151605;917.97
1516631151794;917.9768
1516631151971;917.9912
1516631152154;917.9878
1516631152329;917.99756
1516631152506;917.99805
1516631152686;917.9927
1516631152866;917.9912
1516631153047;917.9697
1516631153227;917.95337
1516631153406;917.9502
1516631153588;917.9551
1516631153766;917.9502
1516631153945;917.93677
1516631154125;917.9231
1516631154305;917.9309
1516631154485;917.928
1516631154665;917.92334
1516631154850;917.91895
1516631155026;917.916
1516631155206;917.9292
1516631155386;917.9331
1516631155566;917.9407
1516631155745;917.9375
1516631155925;917.93823
1516631156105;917.9219
1516631156286;917.9175
1516631156466;917.91187
1516631156645;917.91626
1516631156825;917.9109
1516631157007;917.9126
1516631157188;917.9004
1516631157369;917.91016
1516631157545;917.9053
1516631157726;917.91284
1516631157908;917.9099
1516631158266;917.9133
1516631158445;917.9226
1516631158625;917.92017
1516631158805;917.92773
1516631158985;917.93604
1516631159166;917.9287
1516631159345;917.9304
1516631159525;917.9236
1516631159707;917.93115
1516631159887;917.9407
1516631160066;917.9392
1516631160246;917.9458
1516631160426;917.95264
1516631160608;917.9512
1516631160788;917.9419
1516631161107;917.9319
1516631161153;917.93164
1516631161327;917.92725
1516631161509;917.91626
1516631161686;917.9158
1516631161869;917.9072
1516631162048;917.9287
1516631162228;917.9302
1516631162406;917.92725
1516631162587;917.9348
1516631162776;917.9375
1516631162946;917.9404
1516631163147;917.9514
1516631163311;917.9446
1516631163486;917.95483
1516631163666;917.94995
1516631163848;917.93506
1516631164027;917.927
1516631164207;917.91235
1516631164385;917.91064
1516631164568;917.9136
1516631164746;917.89624
1516631164926;917.897
1516631165112;917.90234
1516631165286;917.9077
1516631165466;917.9126
1516631165646;917.92114
1516631165828;917.91113
1516631166006;917.927
1516631166187;917.93335
1516631166366;917.9353
1516631166546;917.93066
1516631166726;917.9221
1516631166906;917.9126
1516631167091;917.9158
1516631167267;917.9138
1516631167456;917.92017
1516631167626;917.9243
1516631167806;917.9353
1516631167986;917.94727
1516631168166;917.95605
1516631168349;917.9617
1516631168526;917.95166
1516631168706;917.9387
1516631168886;917.9302
1516631169072;917.92676
1516631169246;917.9324
1516631169426;917.9292
1516631169605;917.926
1516631169786;917.9275
1516631169966;917.9331
1516631170327;917.9319
1516631170509;917.92285
1516631170687;917.926
1516631170869;917.9304
1516631171047;917.92725
1516631171226;917.93555
1516631171406;917.9321
1516631171585;917.9331
1516631171766;917.93115
1516631171948;917.928
1516631172126;917.92456
1516631172305;917.9187
1516631172488;917.8967
1516631172665;917.89966
1516631172862;917.89136
1516631173216;917.8833
1516631173386;917.8877
1516631173566;917.8899
1516631173747;917.8972
1516631173927;917.88965
1516631174107;917.89453
1516631174286;917.9131
1516631174466;917.9177
1516631174646;917.9302
1516631174826;917.9343
1516631175006;917.9341
1516631175188;917.9297
1516631175366;917.92773
1516631175546;917.9133
1516631175726;917.9033
1516631175905;917.90283
1516631176100;917.90894
1516631176267;917.91626
1516631176446;917.91895
1516631176627;917.9138
1516631176810;917.9048
1516631176986;917.9121
1516631177167;917.9131
1516631177346;917.906
1516631177532;917.90576
1516631177706;917.91016
1516631177893;917.9258
1516631178066;917.9365
1516631178247;917.926
1516631178426;917.91846
1516631178608;917.9319
1516631178786;917.92334
1516631179146;917.9143
1516631179327;917.9302
1516631179507;917.93506
1516631179686;917.93726
1516631179866;917.9341
1516631180051;917.9404
1516631180226;917.93384
1516631180408;917.92554
1516631180586;917.9131
1516631180769;917.9109
1516631180946;917.91504
1516631181126;917.905
1516631181307;917.9075
1516631181488;917.9214
1516631181666;917.94165
1516631181846;917.9429
1516631182026;917.93896
1516631182206;917.9241
1516631182386;917.93555
1516631182566;917.9287
1516631182747;917.91504
1516631182926;917.90796
1516631183105;917.916
1516631183286;917.9214
1516631183467;917.9248
1516631183645;917.926
1516631183826;917.9419
1516631184006;917.9424
1516631184366;917.9302
1516631184546;917.92993
1516631184726;917.926
1516631184907;917.92065
1516631185086;917.9116
1516631185266;917.8965
1516631185446;917.8843
1516631185630;917.896
1516631185806;917.8884
1516631185986;917.8894
1516631186166;917.87866
1516631186346;917.88916
1516631186526;917.8889
1516631186706;917.8943
1516631186886;917.88477
1516631187066;917.8862
1516631187246;917.8833
1516631187426;917.8967
1516631187608;917.87964
1516631187786;917.885
1516631187966;917.8789
1516631188146;917.8728
