1516630679814;-11.900001;14.3;-46.100002;-4.0;18.4;-21.2
1516630679824;-12.5;13.5;-45.8;-4.0;18.4;-21.2
1516630679833;-11.900001;13.900001;-45.5;-4.0;18.4;-21.2
1516630679844;-11.8;13.6;-44.3;-4.0;18.4;-21.2
1516630679854;-11.900001;13.900001;-46.2;-4.0;18.4;-21.2
1516630679864;-11.3;14.2;-45.600002;-4.0;18.4;-21.2
1516630679875;-11.8;13.5;-44.100002;-4.0;18.4;-21.2
1516630679886;-11.900001;14.2;-46.2;-4.0;18.4;-21.2
1516630679895;-11.3;13.900001;-46.2;-4.0;18.4;-21.2
1516630679914;-12.5;14.8;-45.600002;-4.0;18.4;-21.2
1516630679933;-12.7;14.1;-45.4;-4.0;18.4;-21.2
1516630679944;-11.7;14.0;-46.0;-4.0;18.4;-21.2
1516630679955;-11.7;14.0;-45.9;-4.0;18.4;-21.2
1516630679984;-11.7;14.0;-46.0;-4.0;18.4;-21.2
1516630679994;-11.7;14.0;-45.9;-4.0;18.4;-21.2
1516630680014;-11.8;14.0;-45.9;-4.0;18.4;-21.2
1516630680054;-11.8;14.0;-46.0;-4.0;18.4;-21.2
1516630680084;-11.8;14.0;-46.100002;-4.0;18.4;-21.2
1516630680094;-11.900001;14.0;-46.100002;-4.0;18.4;-21.2
1516630680104;-11.900001;14.0;-46.0;-4.0;18.4;-21.2
1516630680127;-11.8;14.0;-46.0;-4.0;18.4;-21.2
1516630680135;-11.900001;14.1;-45.9;-4.0;18.4;-21.2
1516630680156;-12.0;14.2;-45.8;-4.0;18.4;-21.2
1516630680164;-12.0;14.2;-45.7;-4.0;18.4;-21.2
1516630680175;-12.1;14.2;-45.7;-4.0;18.4;-21.2
1516630680184;-12.1;14.3;-45.600002;-4.0;18.4;-21.2
1516630680195;-12.2;14.400001;-45.600002;-4.0;18.4;-21.2
1516630680214;-12.3;14.400001;-45.4;-4.0;18.4;-21.2
1516630680224;-12.400001;14.5;-45.3;-4.0;18.4;-21.2
1516630680244;-12.400001;14.6;-45.2;-4.0;18.4;-21.2
1516630680254;-12.5;14.7;-45.2;-4.0;18.4;-21.2
1516630680274;-12.6;14.8;-45.100002;-4.0;18.4;-21.2
1516630680284;-12.7;14.8;-45.0;-4.0;18.4;-21.2
1516630680294;-12.7;14.900001;-45.0;-4.0;18.4;-21.2
1516630680304;-12.8;15.0;-45.0;-4.0;18.4;-21.2
1516630680315;-12.8;15.0;-44.9;-4.0;18.4;-21.2
1516630680325;-12.900001;15.1;-44.8;-4.0;18.4;-21.2
1516630680334;-12.900001;15.1;-44.7;-4.0;18.4;-21.2
1516630680344;-13.0;15.1;-44.7;-4.0;18.4;-21.2
1516630680355;-13.0;15.2;-44.600002;-4.0;18.4;-21.2
1516630680364;-13.1;15.3;-44.5;-4.0;18.4;-21.2
1516630680384;-13.1;15.400001;-44.4;-4.0;18.4;-21.2
1516630680394;-13.1;15.400001;-44.3;-4.0;18.4;-21.2
1516630680404;-13.2;15.400001;-44.3;-4.0;18.4;-21.2
1516630680414;-13.3;15.5;-44.2;-4.0;18.4;-21.2
1516630680434;-13.3;15.5;-44.100002;-4.0;18.4;-21.2
1516630680454;-13.3;15.5;-44.2;-4.0;18.4;-21.2
1516630680464;-13.2;15.6;-44.2;-4.0;18.4;-21.2
1516630680496;-13.2;15.6;-44.100002;-4.0;18.4;-21.2
1516630680505;-13.2;15.5;-44.100002;-4.0;18.4;-21.2
1516630680524;-13.2;15.5;-44.2;-4.0;18.4;-21.2
1516630680555;-13.2;15.5;-44.3;-4.0;18.4;-21.2
1516630680574;-13.2;15.5;-44.2;-4.0;18.4;-21.2
1516630680584;-13.2;15.400001;-44.2;-4.0;18.4;-21.2
1516630680594;-13.2;15.400001;-44.100002;-4.0;18.4;-21.2
1516630680605;-13.1;15.400001;-44.100002;-4.0;18.4;-21.2
1516630680654;-13.1;15.3;-44.0;-4.0;18.4;-21.2
1516630680664;-13.1;15.3;-43.9;-4.0;18.4;-21.2
1516630680684;-13.0;15.3;-44.0;-4.0;18.4;-21.2
1516630680694;-13.0;15.3;-43.9;-4.0;18.4;-21.2
1516630680710;-13.1;15.400001;-43.9;-4.0;18.4;-21.2
1516630680734;-13.0;15.3;-44.0;-4.0;18.4;-21.2
1516630680753;-13.0;15.3;-43.9;-4.0;18.4;-21.2
1516630680764;-13.0;15.2;-44.0;-4.0;18.4;-21.2
1516630680794;-12.900001;15.2;-44.0;-4.0;18.4;-21.2
1516630680825;-12.900001;15.2;-43.9;-4.0;18.4;-21.2
1516630680834;-12.8;15.2;-43.8;-4.0;18.4;-21.2
1516630680844;-12.8;15.1;-43.8;-4.0;18.4;-21.2
1516630680918;-12.6;15.1;-43.9;-4.0;18.4;-21.2
1516630680954;-12.6;15.1;-44.0;-4.0;18.4;-21.2
1516630680965;-12.5;15.1;-44.0;-4.0;18.4;-21.2
1516630680974;-12.5;15.0;-44.0;-4.0;18.4;-21.2
1516630681004;-12.400001;15.0;-44.100002;-4.0;18.4;-21.2
1516630681046;-12.3;15.0;-44.100002;-4.0;18.4;-21.2
1516630681055;-12.3;15.0;-44.0;-4.0;18.4;-21.2
1516630681084;-12.2;15.0;-43.9;-4.0;18.4;-21.2
1516630681096;-12.2;15.0;-44.0;-4.0;18.4;-21.2
1516630681105;-12.2;15.0;-43.9;-4.0;18.4;-21.2
1516630681115;-12.2;15.0;-44.0;-4.0;18.4;-21.2
1516630681125;-12.1;14.900001;-44.0;-4.0;18.4;-21.2
1516630681137;-12.1;15.0;-44.0;-4.0;18.4;-21.2
1516630681147;-12.1;15.0;-44.100002;-4.0;18.4;-21.2
1516630681154;-12.1;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681175;-12.0;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681194;-11.900001;14.900001;-44.2;-4.0;18.4;-21.2
1516630681204;-12.0;14.900001;-44.2;-4.0;18.4;-21.2
1516630681215;-12.0;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681235;-11.900001;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681246;-12.0;14.900001;-44.2;-4.0;18.4;-21.2
1516630681264;-11.900001;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681315;-11.900001;14.900001;-44.0;-4.0;18.4;-21.2
1516630681324;-11.900001;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681334;-11.8;14.900001;-44.0;-4.0;18.4;-21.2
1516630681343;-11.900001;14.900001;-44.0;-4.0;18.4;-21.2
1516630681363;-11.8;14.900001;-44.100002;-4.0;18.4;-21.2
1516630681384;-11.900001;15.0;-44.100002;-4.0;18.4;-21.2
1516630681395;-11.900001;15.0;-44.0;-4.0;18.4;-21.2
1516630681461;-11.900001;15.0;-43.9;-4.0;18.4;-21.2
1516630681503;-11.900001;15.0;-43.8;-4.0;18.4;-21.2
1516630681556;-11.900001;14.900001;-43.8;-4.0;18.4;-21.2
1516630681644;-11.900001;14.900001;-43.7;-4.0;18.4;-21.2
1516630681675;-11.8;14.900001;-43.7;-4.0;18.4;-21.2
1516630681706;-11.7;14.900001;-43.7;-4.0;18.4;-21.2
1516630681734;-11.7;14.900001;-43.600002;-4.0;18.4;-21.2
1516630681744;-11.7;14.900001;-43.7;-4.0;18.4;-21.2
1516630681774;-11.7;14.900001;-43.600002;-4.0;18.4;-21.2
1516630681783;-11.7;14.900001;-43.7;-4.0;18.4;-21.2
1516630681794;-11.6;14.8;-43.8;-4.0;18.4;-21.2
1516630681805;-11.6;14.8;-43.9;-4.0;18.4;-21.2
1516630681814;-11.5;14.7;-43.9;-4.0;18.4;-21.2
1516630681836;-11.400001;14.6;-43.9;-4.0;18.4;-21.2
1516630681892;-11.3;14.6;-43.9;-4.0;18.4;-21.2
1516630681916;-11.3;14.6;-44.0;-4.0;18.4;-21.2
1516630681924;-11.3;14.6;-43.9;-4.0;18.4;-21.2
1516630681984;-11.3;14.7;-43.9;-4.0;18.4;-21.2
1516630682054;-11.3;14.7;-44.0;-4.0;18.4;-21.2
1516630682064;-11.3;14.7;-43.9;-4.0;18.4;-21.2
1516630682074;-11.3;14.7;-44.0;-4.0;18.4;-21.2
1516630682084;-11.400001;14.8;-44.0;-4.0;18.4;-21.2
1516630682094;-11.400001;14.900001;-44.0;-4.0;18.4;-21.2
1516630682104;-11.400001;14.900001;-43.9;-4.0;18.4;-21.2
1516630682115;-11.400001;14.900001;-44.0;-4.0;18.4;-21.2
1516630682145;-11.400001;14.900001;-44.100002;-4.0;18.4;-21.2
1516630682154;-11.3;14.8;-44.100002;-4.0;18.4;-21.2
1516630682175;-11.2;14.8;-44.2;-4.0;18.4;-21.2
1516630682184;-11.2;14.7;-44.3;-4.0;18.4;-21.2
1516630682195;-11.2;14.7;-44.4;-4.0;18.4;-21.2
1516630682206;-11.1;14.7;-44.4;-4.0;18.4;-21.2
1516630682214;-11.1;14.6;-44.4;-4.0;18.4;-21.2
1516630682224;-11.1;14.6;-44.5;-4.0;18.4;-21.2
1516630682235;-11.0;14.5;-44.5;-4.0;18.4;-21.2
1516630682255;-10.900001;14.400001;-44.600002;-4.0;18.4;-21.2
1516630682264;-11.0;14.400001;-44.7;-4.0;18.4;-21.2
1516630682274;-10.900001;14.3;-44.7;-4.0;18.4;-21.2
1516630682284;-10.8;14.3;-44.8;-4.0;18.4;-21.2
1516630682295;-10.8;14.2;-44.9;-4.0;18.4;-21.2
1516630682314;-10.7;14.1;-44.9;-4.0;18.4;-21.2
1516630682324;-10.7;14.1;-45.0;-4.0;18.4;-21.2
1516630682335;-10.6;14.0;-45.100002;-4.0;18.4;-21.2
1516630682345;-10.6;13.900001;-45.100002;-4.0;18.4;-21.2
1516630682365;-10.5;13.8;-45.2;-4.0;18.4;-21.2
1516630682386;-10.400001;13.7;-45.2;-4.0;18.4;-21.2
1516630682396;-10.400001;13.6;-45.2;-4.0;18.4;-21.2
1516630682405;-10.3;13.6;-45.2;-4.0;18.4;-21.2
1516630682438;-10.3;13.7;-45.100002;-4.0;18.4;-21.2
1516630682446;-10.400001;13.7;-45.0;-4.0;18.4;-21.2
1516630682466;-10.5;13.8;-44.9;-4.0;18.4;-21.2
1516630682476;-10.5;13.900001;-44.8;-4.0;18.4;-21.2
1516630682485;-10.5;13.900001;-44.7;-4.0;18.4;-21.2
1516630682496;-10.6;13.900001;-44.7;-4.0;18.4;-21.2
1516630682506;-10.6;14.0;-44.600002;-4.0;18.4;-21.2
1516630682517;-10.7;14.0;-44.5;-4.0;18.4;-21.2
1516630682526;-10.7;14.1;-44.5;-4.0;18.4;-21.2
1516630682535;-10.8;14.1;-44.5;-4.0;18.4;-21.2
1516630682545;-10.900001;14.2;-44.5;-4.0;18.4;-21.2
1516630682555;-10.900001;14.3;-44.4;-4.0;18.4;-21.2
1516630682574;-11.0;14.400001;-44.3;-4.0;18.4;-21.2
1516630682584;-11.1;14.400001;-44.2;-4.0;18.4;-21.2
1516630682594;-11.1;14.5;-44.100002;-4.0;18.4;-21.2
1516630682604;-11.2;14.6;-44.100002;-4.0;18.4;-21.2
1516630682624;-11.3;14.7;-44.0;-4.0;18.4;-21.2
1516630682634;-11.400001;14.7;-43.9;-4.0;18.4;-21.2
1516630682644;-11.400001;14.8;-43.9;-4.0;18.4;-21.2
1516630682664;-11.5;14.900001;-43.7;-4.0;18.4;-21.2
1516630682674;-11.6;15.0;-43.8;-4.0;18.4;-21.2
1516630682685;-11.6;15.0;-43.7;-4.0;18.4;-21.2
1516630682694;-11.7;15.1;-43.8;-4.0;18.4;-21.2
1516630682725;-11.7;15.2;-43.8;-4.0;18.4;-21.2
1516630682737;-11.8;15.1;-43.9;-4.0;18.4;-21.2
1516630682745;-11.7;15.1;-43.9;-4.0;18.4;-21.2
1516630682773;-11.7;15.0;-43.9;-4.0;18.4;-21.2
1516630682782;-11.7;14.900001;-44.0;-4.0;18.4;-21.2
1516630682795;-11.6;14.900001;-44.100002;-4.0;18.4;-21.2
1516630682818;-11.5;14.8;-44.3;-4.0;18.4;-21.2
1516630682836;-11.400001;14.7;-44.4;-4.0;18.4;-21.2
1516630682859;-11.400001;14.6;-44.5;-4.0;18.4;-21.2
1516630682865;-11.3;14.6;-44.5;-4.0;18.4;-21.2
1516630682899;-11.2;14.400001;-44.9;-4.0;18.4;-21.2
1516630682914;-11.0;14.3;-44.9;-4.0;18.4;-21.2
1516630682925;-11.0;14.3;-45.0;-4.0;18.4;-21.2
1516630682934;-10.900001;14.2;-45.100002;-4.0;18.4;-21.2
1516630682958;-10.8;14.1;-45.2;-4.0;18.4;-21.2
1516630682975;-10.7;14.0;-45.2;-4.0;18.4;-21.2
1516630682985;-10.8;14.0;-45.2;-4.0;18.4;-21.2
1516630682994;-10.7;14.0;-45.2;-4.0;18.4;-21.2
1516630683016;-10.8;14.0;-45.2;-4.0;18.4;-21.2
1516630683025;-10.8;14.0;-45.100002;-4.0;18.4;-21.2
1516630683035;-10.8;14.1;-45.100002;-4.0;18.4;-21.2
1516630683084;-10.8;14.1;-45.0;-4.0;18.4;-21.2
1516630683104;-10.8;14.2;-45.0;-4.0;18.4;-21.2
1516630683144;-10.900001;14.2;-45.0;-4.0;18.4;-21.2
1516630683164;-10.900001;14.3;-45.0;-4.0;18.4;-21.2
1516630683195;-10.900001;14.3;-44.9;-4.0;18.4;-21.2
1516630683214;-10.900001;14.3;-45.0;-4.0;18.4;-21.2
1516630683224;-10.900001;14.3;-44.9;-4.0;18.4;-21.2
1516630683234;-11.0;14.400001;-44.9;-4.0;18.4;-21.2
1516630683264;-11.0;14.400001;-45.0;-4.0;18.4;-21.2
1516630683287;-11.0;14.400001;-45.100002;-4.0;18.4;-21.2
1516630683304;-11.0;14.5;-45.0;-4.0;18.4;-21.2
1516630683315;-11.1;14.6;-44.9;-4.0;18.4;-21.2
1516630683335;-11.1;14.7;-44.9;-4.0;18.4;-21.2
1516630683357;-11.2;14.7;-44.9;-4.0;18.4;-21.2
1516630683364;-11.2;14.8;-44.9;-4.0;18.4;-21.2
1516630683375;-11.3;14.900001;-44.9;-4.0;18.4;-21.2
1516630683384;-11.400001;15.0;-45.0;-4.0;18.4;-21.2
1516630683394;-11.400001;15.0;-44.9;-4.0;18.4;-21.2
1516630683404;-11.400001;15.1;-44.9;-4.0;18.4;-21.2
1516630683414;-11.5;15.1;-44.8;-4.0;18.4;-21.2
1516630683433;-11.6;15.2;-44.7;-4.0;18.4;-21.2
1516630683444;-11.6;15.3;-44.7;-4.0;18.4;-21.2
1516630683454;-11.7;15.3;-44.7;-4.0;18.4;-21.2
1516630683464;-11.7;15.400001;-44.600002;-4.0;18.4;-21.2
1516630683475;-11.7;15.5;-44.5;-4.0;18.4;-21.2
1516630683486;-11.8;15.5;-44.5;-4.0;18.4;-21.2
1516630683495;-11.8;15.6;-44.5;-4.0;18.4;-21.2
1516630683505;-11.900001;15.6;-44.4;-4.0;18.4;-21.2
1516630683516;-11.900001;15.7;-44.3;-4.0;18.4;-21.2
1516630683526;-12.0;15.8;-44.2;-4.0;18.4;-21.2
1516630683538;-12.0;15.8;-44.3;-4.0;18.4;-21.2
1516630683545;-12.1;15.8;-44.3;-4.0;18.4;-21.2
1516630683556;-12.1;15.8;-44.2;-4.0;18.4;-21.2
1516630683585;-12.2;15.8;-44.2;-4.0;18.4;-21.2
1516630683596;-12.2;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683635;-12.3;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683654;-12.400001;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683666;-12.3;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683704;-12.3;15.900001;-44.0;-4.0;18.4;-21.2
1516630683735;-12.3;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683767;-12.3;15.900001;-44.0;-4.0;18.4;-21.2
1516630683775;-12.3;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683785;-12.400001;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683794;-12.3;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683825;-12.3;15.900001;-44.0;-4.0;18.4;-21.2
1516630683844;-12.400001;16.0;-43.9;-4.0;18.4;-21.2
1516630683854;-12.3;15.900001;-43.9;-4.0;18.4;-21.2
1516630683867;-12.3;15.900001;-44.0;-4.0;18.4;-21.2
1516630683876;-12.2;15.900001;-43.9;-4.0;18.4;-21.2
1516630683885;-12.2;15.900001;-44.0;-4.0;18.4;-21.2
1516630683895;-12.1;15.900001;-44.0;-4.0;18.4;-21.2
1516630683905;-12.1;15.900001;-44.100002;-4.0;18.4;-21.2
1516630683916;-12.1;15.8;-44.100002;-4.0;18.4;-21.2
1516630683925;-12.0;15.8;-44.2;-4.0;18.4;-21.2
1516630683935;-12.0;15.7;-44.2;-4.0;18.4;-21.2
1516630683946;-11.900001;15.7;-44.3;-4.0;18.4;-21.2
1516630683956;-11.8;15.6;-44.4;-4.0;18.4;-21.2
1516630683978;-11.7;15.5;-44.4;-4.0;18.4;-21.2
1516630683995;-11.6;15.400001;-44.4;-4.0;18.4;-21.2
1516630684015;-11.5;15.3;-44.5;-4.0;18.4;-21.2
1516630684025;-11.5;15.2;-44.600002;-4.0;18.4;-21.2
1516630684035;-11.400001;15.2;-44.600002;-4.0;18.4;-21.2
1516630684047;-11.400001;15.1;-44.600002;-4.0;18.4;-21.2
1516630684056;-11.3;15.0;-44.7;-4.0;18.4;-21.2
1516630684066;-11.3;15.0;-44.8;-4.0;18.4;-21.2
1516630684077;-11.2;15.0;-44.8;-4.0;18.4;-21.2
1516630684088;-11.2;14.900001;-44.9;-4.0;18.4;-21.2
1516630684098;-11.1;14.8;-45.0;-4.0;18.4;-21.2
1516630684104;-11.1;14.8;-45.100002;-4.0;18.4;-21.2
1516630684114;-11.0;14.8;-45.2;-4.0;18.4;-21.2
1516630684125;-11.0;14.7;-45.3;-4.0;18.4;-21.2
1516630684134;-10.900001;14.6;-45.3;-4.0;18.4;-21.2
1516630684145;-10.8;14.6;-45.4;-4.0;18.4;-21.2
1516630684154;-10.900001;14.6;-45.4;-4.0;18.4;-21.2
1516630684175;-10.900001;14.6;-45.5;-4.0;18.4;-21.2
1516630684247;-10.8;14.6;-45.4;-4.0;18.4;-21.2
1516630684266;-10.8;14.6;-45.5;-4.0;18.4;-21.2
1516630684278;-10.8;14.6;-45.4;-4.0;18.4;-21.2
1516630684297;-10.8;14.6;-45.5;-4.0;18.4;-21.2
