1516558507575;8.891609;-2.7756348;-2.397583
1516558507592;9.001718;-2.7038574;-2.6679688
1516558507612;9.080575;-2.612915;-2.71344
1516558507632;9.114266;-2.7947998;-2.871338
1516558507645;9.121346;-3.0197144;-2.8641968
1516558507655;9.2290125;-3.0125122;-2.694275
1516558507667;9.171639;-2.8761597;-3.321228
1516558507675;9.1023035;-3.1776123;-3.6777344
1516558507687;9.142831;-3.3164062;-3.8883057
1516558507696;9.233895;-3.459961;-4.3309326
1516558507709;9.094979;-3.4863281;-4.5200195
1516558507716;9.205087;-3.6394653;-4.5701904
1516558507728;9.207528;-4.005493;-4.8095703
1516558507736;9.090341;-4.3189697;-4.7664795
1516558507748;8.908455;-4.249634;-4.7784424
1516558507756;8.712166;-4.503174;-5.2402344
1516558507773;8.470467;-4.5893555;-5.3598633
1516558507782;8.413094;-4.5821533;-5.584839
1516558507802;8.333992;-4.7401123;-6.0825195
1516558507811;8.145027;-4.622925;-6.5371094
1516558507815;8.015877;-4.6324463;-6.4414062
1516558507827;8.044441;-4.541504;-6.654419
1516558507835;7.987186;-4.701782;-6.718994
1516558507848;7.982425;-4.876465;-6.970215
1516558507855;7.9273715;-4.9626465;-6.996582
1516558507873;7.7957797;-4.972168;-7.3363037
1516558507877;7.7120395;-5.173218;-7.496704
1516558507888;7.7694125;-5.106201;-7.2836914
1516558507897;7.9345737;-5.199585;-7.2836914
1516558507909;7.7574496;-5.4196777;-7.465576
1516558507916;7.613895;-5.249756;-7.946533
1516558507928;7.5086703;-5.1851807;-7.7526855
1516558507936;7.487064;-5.0321045;-7.680908
1516558507948;7.398563;-5.2425537;-7.831665
1516558507956;7.1760287;-5.529785;-7.8603516
1516558507976;6.9941435;-5.6446533;-8.030273
1516558507987;6.876956;-5.611084;-8.116211
1516558507996;6.6400175;-5.218628;-8.525391
1516558508008;6.5657988;-5.3431396;-8.4729
1516558508018;6.534793;-5.244995;-8.147461
1516558508030;6.434207;-5.072754;-8.9609375
