1516561686031;-1.7968484;-7.681796;-5.907693
1516561686036;-1.7836803;-7.6889787;-5.9280434
1516561686042;-1.7968484;-7.704541;-5.899313
1516561686062;-1.7884687;-7.687782;-5.9160724
1516561686070;-1.7848774;-7.699753;-5.913678
1516561686080;-1.7729063;-7.690176;-5.935226
1516561686090;-1.7776948;-7.7105265;-5.9567738
1516561686100;-1.7764976;-7.691373;-5.920861
1516561686111;-1.7717092;-7.7069354;-5.932832
1516561686122;-1.7836803;-7.6865845;-5.9304376
1516561686130;-1.7908629;-7.7093296;-5.8945246
1516561686140;-1.7788919;-7.7129207;-5.9172697
1516561686150;-1.7944542;-7.727286;-5.876568
1516561686160;-1.79206;-7.7201033;-5.852626
1516561686170;-1.8100165;-7.753622;-5.876568
1516561686180;-1.7896658;-7.7320743;-5.852626
1516561686190;-1.8052281;-7.7931266;-5.8681884
1516561686201;-1.7908629;-7.752425;-5.886145
1516561686211;-1.8124107;-7.765593;-5.8562174
1516561686221;-1.7980455;-7.751228;-5.8562174
1516561686232;-1.8148049;-7.7584105;-5.828684
1516561686241;-1.7944542;-7.7368627;-5.840655
1516561686250;-1.7956513;-7.764396;-5.8586116
1516561686260;-1.7980455;-7.764396;-5.8334723
1516561686271;-1.7992426;-7.7428484;-5.8681884
1516561686281;-1.7896658;-7.7344685;-5.8837504
1516561686291;-1.7944542;-7.7224975;-5.8717794
1516561686301;-1.7872716;-7.735666;-5.878962
1516561686308;-1.7776948;-7.7308774;-5.8502316
1516561686318;-1.7812861;-7.704541;-5.861006
1516561686331;-1.7657237;-7.717709;-5.8837504
1516561686336;-1.7669208;-7.714118;-5.872977
1516561686360;-1.7824832;-7.7464395;-5.896919
1516561686367;-1.7597382;-7.714118;-5.876568
1516561686382;-1.7585411;-7.727286;-5.923255
1516561686391;-1.7776948;-7.723695;-5.910087
1516561686402;-1.7848774;-7.727286;-5.8717794
1516561686410;-1.7621324;-7.7344685;-5.884948
1516561686423;-1.7788919;-7.703344;-5.899313
1516561686431;-1.7956513;-7.741651;-5.849035
1516561686441;-1.7848774;-7.714118;-5.8502316
1516561686451;-1.7932571;-7.7189064;-5.9052987
1516561686460;-1.7860745;-7.7201033;-5.9052987
1516561686470;-1.7932571;-7.716512;-5.851429
1516561686481;-1.7764976;-7.723695;-5.8693852
1516561686491;-1.8124107;-7.7332716;-5.8741736
1516561686501;-1.8016368;-7.7201033;-5.899313
1516561686511;-1.8171991;-7.7428484;-5.8454432
1516561686521;-1.7848774;-7.7464395;-5.8634
1516561686537;-1.7968484;-7.741651;-5.851429
1516561686551;-1.7980455;-7.728483;-5.8921304
1516561686570;-1.8016368;-7.739257;-5.8705826
1516561686581;-1.8076223;-7.753622;-5.9005103
1516561686590;-1.7932571;-7.735666;-5.8586116
1516561686600;-1.7908629;-7.747637;-5.8885393
1516561686610;-1.7812861;-7.7308774;-5.8885393
1516561686621;-1.7537527;-7.715315;-5.899313
1516561686631;-1.7908629;-7.6973586;-5.887342
1516561686642;-1.7788919;-7.702147;-5.878962
1516561686652;-1.7705121;-7.714118;-5.8681884
1516561686658;-1.7621324;-7.715315;-5.861006
1516561686673;-1.7764976;-7.7440453;-5.829881
1516561686679;-1.79206;-7.7560163;-5.8813562
1516561686691;-1.7884687;-7.7440453;-5.9124813
1516561686701;-1.7717092;-7.690176;-5.9531827
1516561686710;-1.7788919;-7.6961613;-5.971139
1516561686718;-1.7824832;-7.6973586;-6.017826
1516561686729;-1.7741034;-7.6889787;-5.98311
1516561686742;-1.7812861;-7.6746135;-5.931635
1516561686751;-1.7812861;-7.7081323;-5.9148755
1516561686761;-1.7980455;-7.705738;-5.866991
1516561686771;-1.8171991;-7.73806;-5.861006
1516561686783;-1.8112136;-7.7572136;-5.837064
1516561686792;-1.8124107;-7.750031;-5.7724204
1516561686801;-1.8124107;-7.741651;-5.7999535
1516561686811;-1.8016368;-7.750031;-5.807136
1516561686822;-1.8028339;-7.7560163;-5.8262897
1516561686828;-1.7968484;-7.7560163;-5.8119245
1516561686833;-1.7896658;-7.7727757;-5.81791
1516561686851;-1.7884687;-7.7344685;-5.8322754
1516561686861;-1.7932571;-7.7308774;-5.884948
1516561686870;-1.7621324;-7.716512;-5.85502
1516561686881;-1.7705121;-7.7105265;-5.864597
1516561686887;-1.7824832;-7.7308774;-5.9268465
1516561686899;-1.7932571;-7.726089;-5.877765
1516561686912;-1.8076223;-7.723695;-5.878962
1516561686921;-1.804031;-7.7368627;-5.9005103
1516561686932;-1.7968484;-7.703344;-5.8885393
1516561686942;-1.7729063;-7.7332716;-5.896919
1516561686952;-1.780089;-7.6985555;-5.9005103
1516561686957;-1.7741034;-7.7081323;-5.895722
1516561686968;-1.7944542;-7.7201033;-5.923255
1516561686982;-1.8004397;-7.704541;-5.9148755
1516561686992;-1.7764976;-7.7129207;-5.901707
1516561687000;-1.7908629;-7.703344;-5.961562
1516561687011;-1.8016368;-7.714118;-5.959168
1516561687021;-1.79206;-7.715315;-5.907693
1516561687031;-1.7776948;-7.7344685;-5.8921304
1516561687037;-1.7776948;-7.7081323;-5.8741736
1516561687043;-1.7812861;-7.7201033;-5.876568
1516561687061;-1.7860745;-7.728483;-5.865794
1516561687067;-1.8076223;-7.7560163;-5.853823
1516561687077;-1.8052281;-7.740454;-5.8574142
1516561687087;-1.8064252;-7.7464395;-5.90889
1516561687101;-1.8351556;-7.765593;-5.8693852
1516561687106;-1.8112136;-7.7560163;-5.910087
1516561687121;-1.8255788;-7.752425;-5.8837504
1516561687133;-1.8028339;-7.7332716;-5.841852
1516561687136;-1.8112136;-7.750031;-5.865794
