1521665022476;917.5303
1521665022657;917.5525
1521665022836;917.57544
1521665023016;917.5962
1521665023196;917.6201
1521665023376;917.6487
1521665023557;917.636
1521665023738;917.6211
1521665023916;917.59766
1521665024101;917.5852
1521665024276;917.5725
1521665024456;917.5586
1521665024637;917.5437
1521665024816;917.5364
1521665024997;917.52954
1521665025176;917.5459
1521665025356;917.542
1521665025536;917.5332
1521665025717;917.5281
1521665025898;917.5354
1521665026080;917.5454
1521665026260;917.553
1521665026436;917.55273
1521665026617;917.5574
1521665026800;917.5625
1521665026980;917.5703
1521665027156;917.5757
1521665027336;917.5725
1521665027516;917.5613
1521665027696;917.57104
1521665027877;917.5725
1521665028057;917.5779
1521665028237;917.5703
1521665028416;917.562
1521665028598;917.5703
1521665028777;917.573
1521665028957;917.572
1521665029136;917.57715
1521665029319;917.58105
1521665029496;917.5796
1521665029678;917.5847
1521665029858;917.5864
1521665030044;917.58276
1521665030216;917.5659
1521665030400;917.55664
1521665030579;917.5508
1521665030759;917.5591
1521665030937;917.55225
1521665031120;917.5405
1521665031296;917.54004
1521665031476;917.54126
1521665031661;917.541
1521665031837;917.53296
1521665032018;917.51904
1521665032198;917.5132
1521665032376;917.5115
1521665032558;917.51294
1521665032736;917.511
1521665032919;917.5139
1521665033100;917.52466
1521665033281;917.521
1521665033457;917.522
1521665033638;917.5283
1521665033821;917.52637
1521665033997;917.51904
1521665034180;917.5188
1521665034537;917.52246
1521665034718;917.5244
1521665034899;917.51855
1521665035078;917.52124
1521665035260;917.5322
1521665035437;917.5254
1521665035617;917.5193
1521665035802;917.5237
1521665035976;917.52246
1521665036156;917.53076
1521665036337;917.531
1521665036516;917.52295
1521665036697;917.51636
1521665036877;917.52563
1521665037059;917.5298
1521665037239;917.5137
1521665037418;917.51025
1521665037598;917.5156
1521665037778;917.52026
1521665037960;917.52
1521665038140;917.52905
1521665038319;917.5259
1521665038496;917.5337
1521665038683;917.53735
1521665038857;917.54175
1521665039037;917.5464
1521665039218;917.5508
1521665039397;917.5405
1521665039576;917.5403
1521665039760;917.5415
1521665039937;917.5315
1521665040116;917.52124
1521665040296;917.5137
1521665040476;917.5139
1521665040657;917.5193
1521665040842;917.5205
1521665041020;917.522
1521665041199;917.5327
1521665041382;917.5381
1521665041556;917.5281
1521665041737;917.5332
1521665041917;917.51807
1521665042100;917.51196
1521665042278;917.5149
1521665042462;917.5056
1521665042636;917.5066
